id,user,activity,x_mean,x_std,x_max,x_min,x_median,x_skew,x_kurtosis,x_mad,x_abs_dev,y_mean,y_std,y_max,y_min,y_median,y_skew,y_kurtosis,y_mad,y_abs_dev,z_mean,z_std,z_max,z_min,z_median,z_skew,z_kurtosis,z_mad,z_abs_dev,mag_mean,mag_std,mag_energy,mag_entropy,x_fft_mean,x_fft_std,x_fft_max,x_fft_peak_freq,y_fft_mean,y_fft_std,y_fft_max,y_fft_peak_freq,z_fft_mean,z_fft_std,z_fft_max,z_fft_peak_freq,xy_corr,xz_corr,yz_corr,x_peak_dist_mean,y_peak_dist_mean,z_peak_dist_mean
s_411,u_2,Sitting,-4.305,0.05243,-4.18,-4.44,-4.33,0.08203,0.1149,0.04,0.0422,-2.234,0.03217,-2.07,-2.3,-2.22,0.795,3.559,0.04,0.026,8.336,0.0375,8.43,8.24,8.35,0.10583,-0.5874,0.04086,0.03137,9.65,0.04657,14900.0,2.766,4.793,54.25,689.0,0.0,2.584,28.16,357.5,0.0,8.734,105.1,1334.0,0.0,-0.2113,-0.4087,0.0658,0.0,0.0,4.305
s_412,u_2,Jogging,-1.333,5.355,12.03,-14.25,-0.8,-0.05048,-0.3428,3.445,4.426,8.59,8.3,19.56,-11.22,9.67,-0.4695,-0.7183,6.69,6.977,0.613,5.75,12.766,-13.72,-0.4019,0.1896,-0.8135,4.37,4.887,13.164,5.766,33060.0,2.834,48.9,49.8,271.2,42.0,68.06,134.9,1375.0,0.0,54.22,49.1,236.5,31.0,-0.1265,-0.315,0.3816,4.0,5.277,3.234
s_413,u_2,Jogging,-2.895,4.42,7.21,-15.94,-2.715,-0.3577,-0.3167,3.22,3.621,8.58,6.65,19.56,-9.62,9.24,-0.616,-0.02567,4.203,5.242,1.248,4.453,13.56,-11.03,0.504,0.476,0.512,2.316,3.367,11.83,5.207,26740.0,2.828,46.44,48.06,463.2,0.0,66.9,119.9,1372.0,0.0,46.6,35.38,199.6,0.0,-0.2292,-0.1742,0.423,4.805,3.5,4.082
s_414,u_2,Walking,-0.965,2.512,5.86,-6.93,-1.04,0.2349,0.2156,1.475,1.946,9.8,3.588,18.44,2.87,10.33,-0.0831,-0.7764,2.45,3.008,0.763,3.2,12.95,-5.79,0.1498,1.438,3.236,0.9536,2.135,10.63,3.719,20300.0,2.832,24.89,23.22,154.4,0.0,41.6,125.25,1567.0,0.0,27.5,31.22,178.0,7.0,-0.3093,-0.1459,0.05536,6.59,4.0,8.414
s_415,u_2,Jogging,-3.191,5.62,10.95,-15.28,-3.45,0.2385,-0.4084,4.074,4.582,8.48,7.566,19.56,-13.99,9.85,-0.691,-0.06506,5.074,6.05,1.335,4.84,13.67,-9.805,1.185,0.2512,-0.2615,3.508,3.898,12.93,5.383,31380.0,2.838,56.78,58.8,510.5,0.0,63.9,128.8,1356.0,0.0,46.47,43.28,213.6,0.0,-0.1759,-0.1262,0.4639,5.066,3.559,3.5
s_416,u_2,Sitting,-4.28,0.04492,-4.18,-4.48,-4.29,-0.6245,1.866,0.04,0.03412,-2.254,0.02615,-2.18,-2.3,-2.26,0.2388,0.1558,0.0,0.01935,8.266,0.03503,8.35,8.12,8.28,-0.439,1.31,0.02724,0.02896,9.58,0.03284,14690.0,2.564,4.75,53.94,685.0,0.0,2.549,28.4,360.8,0.0,8.625,104.25,1323.0,0.0,-0.0936,0.1975,0.039,0.0,0.0,4.75
s_417,u_2,Jogging,-3.154,5.105,8.92,-14.67,-3.87,0.2095,-0.5234,3.72,4.164,8.11,7.67,19.56,-10.23,8.89,-0.3218,-0.7573,6.094,6.367,1.231,4.637,12.6,-8.625,0.654,0.2788,-0.4023,3.045,3.8,12.18,5.934,29380.0,2.867,55.78,51.47,504.5,0.0,75.75,119.2,1297.0,0.0,49.56,35.03,197.0,0.0,-0.3208,-0.1815,0.4573,4.56,4.41,3.62
s_418,u_2,Walking,-1.074,2.152,4.25,-6.24,-1.355,0.2834,-0.3386,1.415,1.716,9.88,3.889,18.92,2.87,10.04,0.1339,-0.764,3.074,3.281,0.1752,3.365,12.57,-6.55,-0.2725,1.31,2.586,1.145,2.25,10.664,4.01,20780.0,2.908,21.56,21.47,171.9,0.0,44.6,126.7,1581.0,0.0,31.72,28.47,162.4,8.0,-0.0913,-0.0664,0.0587,6.332,4.2,11.38
s_419,u_2,Jogging,-2.816,5.168,8.85,-14.94,-2.79,-0.0767,-0.558,3.71,4.223,8.12,7.707,19.56,-10.95,8.02,-0.324,-0.679,6.285,6.35,1.425,4.793,13.87,-9.914,0.7217,0.5356,0.01556,2.9,3.75,12.09,6.22,29580.0,2.893,60.8,42.94,450.8,0.0,77.94,118.2,1298.0,0.0,51.16,37.22,228.0,0.0,-0.306,-0.2573,0.514,4.47,4.242,4.08
s_420,u_2,Standing,-1.292,0.1993,-0.53,-1.8,-1.33,0.5337,0.792,0.1,0.1522,9.46,0.12415,9.92,9.19,9.43,0.9556,1.346,0.08,0.09406,2.424,0.1797,2.834,1.88,2.451,-0.7783,0.3735,0.10895,0.1431,9.85,0.1249,15544.0,2.273,3.197,16.22,206.8,0.0,10.76,119.2,1514.0,0.0,3.97,30.48,388.0,0.0,0.08453,-0.4478,-0.1536,0.0,5.07,5.215
s_421,u_2,Jogging,-3.098,6.03,12.87,-15.36,-2.83,0.1477,-0.819,4.77,5.105,7.65,7.977,19.56,-10.72,7.97,-0.3105,-0.7705,6.227,6.617,0.7964,4.98,13.91,-11.875,0.0817,0.3682,-0.04022,3.023,3.932,12.58,5.945,30960.0,2.854,64.44,56.66,495.5,0.0,80.6,114.2,1223.0,0.0,52.16,36.72,166.8,30.0,-0.2751,-0.2476,0.4602,4.5,4.53,4.027
s_422,u_2,Walking,-0.8496,2.25,5.18,-7.63,-1.13,0.2212,0.3865,1.4,1.753,9.88,3.281,17.39,3.34,10.04,-0.0955,-0.781,2.47,2.697,0.6367,3.18,11.45,-6.934,0.10895,1.1045,1.978,0.9126,2.168,10.64,3.38,19950.0,2.85,22.88,20.08,136.0,0.0,37.78,126.2,1581.0,0.0,26.08,31.66,189.6,7.0,-0.142,-0.01926,0.04437,6.332,4.277,10.0
s_423,u_2,Walking,-0.748,2.162,4.1,-5.33,-0.89,0.1827,-0.3923,1.25,1.709,9.9,3.422,17.05,3.26,10.28,-0.174,-0.9673,2.795,2.912,0.4814,3.27,12.07,-4.754,-0.09534,1.415,2.559,1.021,2.188,10.63,3.584,20140.0,2.854,21.0,19.89,119.6,0.0,40.12,126.25,1584.0,0.0,29.64,29.47,187.0,7.0,-0.00769,-0.092,-0.02003,7.047,4.0,12.37
s_424,u_2,Upstairs,-1.14,1.802,4.44,-5.94,-1.23,0.04874,0.4658,1.055,1.373,9.336,3.328,17.47,0.0,9.83,-0.4907,0.0725,2.03,2.633,1.553,2.121,8.2,-3.256,1.145,0.706,0.4834,1.41,1.669,10.02,3.057,17550.0,2.564,21.05,16.86,182.4,0.0,41.4,118.4,1494.0,0.0,21.77,25.14,248.5,0.0,0.09064,-0.2673,-0.2715,9.44,4.574,4.535
s_425,u_2,Downstairs,-1.013,1.807,3.91,-8.24,-0.69,-0.6353,1.502,1.13,1.403,9.74,3.19,18.84,1.54,9.28,0.4878,-0.04034,1.72,2.508,1.5205,1.708,5.56,-4.14,1.648,-0.2068,0.3665,1.117,1.335,10.195,3.264,18350.0,2.535,20.66,16.1,162.0,0.0,40.44,123.25,1559.0,0.0,19.33,21.52,243.2,0.0,-0.0881,0.3262,0.16,6.125,5.883,4.758
s_426,u_2,Upstairs,-1.172,1.894,8.05,-6.51,-1.15,0.6973,3.248,1.15,1.405,9.37,2.904,16.4,2.22,9.34,-0.159,-0.2869,1.91,2.332,1.843,2.17,9.42,-4.902,1.648,0.6094,1.349,1.117,1.608,10.11,2.678,17490.0,2.602,21.22,18.52,187.5,0.0,37.6,118.25,1499.0,0.0,22.23,28.31,294.8,0.0,0.1277,-0.287,-0.2856,12.25,4.656,5.703
s_427,u_2,Jogging,-3.303,5.25,7.25,-15.6,-3.66,0.11115,-0.977,4.39,4.52,8.5,7.79,19.56,-10.46,8.79,-0.519,-0.4834,5.88,6.336,1.271,4.89,13.336,-9.34,0.8853,0.2922,-0.2676,2.873,3.852,12.82,5.715,31520.0,2.818,56.78,54.16,528.5,0.0,73.7,125.9,1360.0,0.0,47.28,43.03,203.4,0.0,-0.326,-0.2793,0.5293,4.164,4.23,3.643
s_428,u_2,Jogging,-0.1796,1.516,2.68,-13.76,0.0,-6.83,50.78,0.0,0.4326,0.3684,2.982,19.56,-13.63,0.0,3.67,24.6,0.0,0.975,0.010895,1.936,14.625,-11.836,0.0,0.6294,34.62,0.0,0.3936,0.8306,3.797,2418.0,0.3142,16.9,9.336,41.22,79.0,36.56,10.35,58.97,0.0,22.12,10.5,39.4,79.0,-0.8066,-0.619,0.749,2.0,3.0,3.0
s_429,u_2,Jogging,-1.329,5.473,11.18,-14.33,-1.49,0.01854,-0.2573,3.77,4.332,8.516,7.965,19.56,-9.19,9.64,-0.4866,-0.7285,6.34,6.62,0.7656,5.29,13.52,-11.375,-0.2656,0.3655,-0.5376,3.275,4.355,12.77,5.758,31410.0,2.895,56.38,43.56,212.6,0.0,76.4,126.2,1363.0,0.0,50.2,45.28,189.0,20.0,-0.11206,-0.1329,0.5425,4.164,4.668,3.39
s_430,u_2,Upstairs,-1.334,1.404,4.37,-4.56,-1.38,0.6646,1.732,0.825,1.034,9.25,2.191,15.09,4.48,9.32,0.06232,-0.5483,1.49,1.778,2.266,2.246,8.54,-4.332,1.947,0.27,0.351,1.239,1.719,10.04,1.872,16690.0,2.738,16.75,17.88,213.5,0.0,31.25,116.06,1480.0,0.0,21.75,33.97,362.2,0.0,0.09564,-0.2988,-0.4246,17.62,4.188,6.95
s_431,u_2,Downstairs,-0.952,1.536,4.33,-6.02,-0.9,-0.1272,0.3757,1.15,1.25,9.56,3.07,18.02,2.96,9.21,0.5327,-0.2462,2.064,2.465,1.736,1.847,6.824,-4.02,1.669,-0.03717,0.577,1.056,1.384,10.04,3.139,17700.0,2.705,17.78,14.37,152.2,0.0,35.9,121.9,1531.0,0.0,20.6,24.58,277.8,0.0,-0.03857,0.137,0.2075,6.332,5.43,4.8
s_432,u_2,Jogging,-3.186,5.637,9.15,-13.33,-3.586,0.1389,-0.8755,4.477,4.766,8.12,8.14,19.56,-12.34,9.26,-0.4934,-0.538,6.387,6.75,1.129,5.383,15.13,-9.95,0.1498,0.5166,-0.2151,3.445,4.336,12.9,6.168,32690.0,2.863,61.34,54.25,509.8,0.0,80.94,120.8,1299.0,0.0,55.38,42.1,196.9,22.0,-0.3196,-0.3174,0.5137,4.44,4.332,3.715
s_433,u_2,Jogging,-3.209,5.29,8.85,-13.06,-3.79,0.3098,-0.8687,4.234,4.48,8.25,8.01,19.56,-9.96,9.16,-0.463,-0.636,6.016,6.562,1.035,4.914,12.914,-7.74,0.1703,0.3733,-0.6816,3.656,4.086,12.734,5.78,31300.0,2.828,54.72,55.94,513.5,0.0,77.9,122.8,1319.0,0.0,48.62,40.88,218.0,40.0,-0.2761,-0.2505,0.4167,4.47,4.35,3.635
s_434,u_2,Jogging,-1.782,5.926,13.72,-13.33,-2.66,0.528,-0.434,4.23,4.816,8.055,7.996,19.53,-9.72,9.34,-0.4536,-0.7437,5.875,6.7,1.277,5.113,14.625,-8.47,0.3474,0.3174,-0.6797,3.71,4.3,12.73,5.746,31200.0,2.783,61.38,48.6,285.2,0.0,81.5,118.25,1289.0,0.0,53.38,39.97,204.2,0.0,-0.052,-0.013275,0.5874,4.0,4.223,3.348
s_435,u_2,Upstairs,-1.791,1.626,6.28,-7.08,-1.725,0.3157,4.074,0.765,1.135,9.12,2.701,17.62,3.53,9.0,0.2717,-0.1919,1.88,2.184,2.049,2.203,11.18,-2.643,1.376,1.069,1.433,0.9805,1.672,9.984,2.389,16850.0,2.506,19.3,23.73,286.5,0.0,35.1,115.06,1459.0,0.0,21.8,31.19,327.8,0.0,0.1528,-0.387,-0.4646,27.5,4.9,9.5
s_436,u_2,Jogging,-2.96,5.21,9.0,-13.82,-3.02,0.0656,-0.8794,4.12,4.418,8.43,7.715,19.56,-10.27,9.27,-0.479,-0.5186,5.92,6.34,1.3545,4.38,13.1,-8.77,1.212,0.2188,-0.4016,3.086,3.574,12.35,5.906,30000.0,2.896,57.25,49.7,473.8,0.0,71.3,125.7,1349.0,0.0,45.9,35.44,216.8,0.0,-0.2888,-0.1821,0.4387,4.625,4.215,4.164
s_437,u_2,Jogging,-2.4,5.855,10.5,-16.31,-2.37,0.09467,-0.8154,4.613,4.965,7.71,7.83,19.56,-10.61,9.17,-0.4548,-0.6323,5.41,6.5,0.8784,5.027,12.914,-11.12,-0.09534,0.1879,-0.6553,3.473,4.184,12.41,5.742,29890.0,2.838,67.06,43.72,384.0,0.0,81.44,112.56,1234.0,0.0,52.2,38.0,191.4,21.0,-0.2554,-0.12103,0.3293,5.242,4.547,3.75
s_438,u_2,Standing,-1.331,0.1242,-1.04,-1.73,-1.31,-0.7246,0.7646,0.07,0.0922,9.44,0.0716,9.7,9.23,9.43,-0.04648,0.9443,0.04,0.053,2.459,0.10126,2.725,2.152,2.451,-0.2566,0.6875,0.04086,0.0765,9.84,0.07416,15500.0,2.264,2.46,16.73,213.0,0.0,10.18,118.94,1510.0,0.0,3.365,30.95,393.5,0.0,0.1299,-0.2615,-0.01321,0.0,4.875,5.742
s_439,u_2,Jogging,-2.719,2.889,4.6,-9.3,-2.81,-0.01619,-0.595,2.314,2.41,9.125,4.08,18.28,1.31,9.32,-0.05368,-1.042,3.47,3.479,1.367,3.621,11.414,-6.09,0.8853,0.928,0.705,1.417,2.557,10.63,4.2,20910.0,2.771,32.25,38.47,435.0,0.0,45.03,118.2,1461.0,0.0,34.38,34.84,218.6,0.0,-0.11896,0.2554,0.0653,9.07,4.14,5.32
s_440,u_2,Jogging,-3.164,5.195,9.81,-12.91,-3.926,0.2957,-0.7344,3.645,4.348,8.41,7.656,19.56,-9.11,9.734,-0.528,-0.612,5.7,6.242,1.24,4.824,14.82,-9.73,0.3608,0.317,-0.03644,3.174,3.87,12.69,5.477,30560.0,2.82,55.5,53.25,506.2,0.0,68.6,126.4,1344.0,0.0,46.44,42.56,198.8,41.0,-0.262,-0.2279,0.4695,4.97,3.871,3.715
s_441,u_2,Jogging,-2.904,5.426,8.08,-13.14,-3.31,0.1322,-0.9736,4.13,4.63,7.9,7.688,19.56,-10.88,8.75,-0.509,-0.417,5.42,6.273,1.667,5.03,13.3,-9.16,1.355,0.23,-0.518,3.467,4.07,12.48,5.633,29980.0,2.914,61.12,48.2,464.8,0.0,77.6,115.8,1264.0,0.0,55.1,38.2,266.8,0.0,-0.2368,-0.2556,0.5176,4.4,4.055,3.691
s_442,u_2,Downstairs,-0.945,1.664,4.18,-4.94,-0.845,-0.0882,0.2615,0.92,1.274,9.734,2.75,17.97,4.52,9.21,0.6333,0.18,1.625,2.186,1.778,1.736,6.047,-3.678,1.818,-0.151,0.6113,0.994,1.324,10.22,2.787,17950.0,2.672,18.78,15.266,151.1,0.0,35.4,123.0,1558.0,0.0,20.12,24.16,284.5,0.0,-0.01865,0.2166,0.2125,6.15,4.965,3.732
s_443,u_2,Walking,-0.9478,2.332,4.86,-7.93,-1.06,-0.01715,0.343,1.475,1.836,9.78,3.398,18.73,2.87,9.98,0.02217,-0.724,2.7,2.842,0.7017,3.002,11.8,-6.55,0.06128,1.339,2.79,0.9736,2.074,10.51,3.555,19680.0,2.854,20.19,24.64,151.6,0.0,35.3,126.06,1564.0,0.0,21.88,32.28,183.6,7.0,-0.3088,-0.09326,0.08673,6.523,4.137,9.266
s_444,u_2,Jogging,-1.382,4.902,11.6,-12.26,-1.805,0.2498,-0.0786,3.586,3.875,8.71,7.918,19.56,-10.38,9.62,-0.5576,-0.615,5.91,6.562,0.6777,5.527,15.41,-11.8,0.04086,0.3552,-0.2023,3.582,4.414,12.805,5.62,31300.0,2.877,54.22,34.84,221.1,0.0,83.4,123.4,1394.0,0.0,56.34,42.28,280.8,50.0,-0.1136,-0.1727,0.4922,4.027,4.78,3.25
s_445,u_2,Downstairs,-0.819,1.691,5.05,-5.9,-0.59,-0.1696,0.498,1.09,1.326,9.66,2.84,18.28,3.38,9.13,0.4148,0.0973,1.775,2.25,2.076,1.772,8.28,-3.297,1.921,-0.12384,0.6875,1.015,1.386,10.195,2.89,17950.0,2.61,19.11,14.13,131.0,0.0,35.03,122.4,1545.0,0.0,20.8,27.58,332.2,0.0,-0.00986,0.2163,0.2026,7.047,5.652,4.41
s_446,u_2,Downstairs,-0.8887,1.484,3.64,-4.63,-0.995,0.2295,0.0933,0.9,1.192,9.58,2.783,18.16,2.37,9.23,0.6587,0.6973,1.43,2.092,1.927,1.631,6.02,-3.596,1.988,-0.5015,1.112,0.9673,1.234,10.055,2.787,17420.0,2.58,16.8,14.03,142.2,0.0,38.22,120.25,1533.0,0.0,19.64,25.17,308.2,0.0,0.01662,0.1475,0.173,7.19,4.676,4.56
s_447,u_2,Jogging,-2.777,4.15,8.08,-13.14,-2.45,-0.01516,-0.01243,2.6,3.295,8.94,5.293,19.16,-8.01,9.04,-0.44,0.2102,3.795,4.184,1.483,4.13,11.984,-9.16,0.7627,0.5454,0.2744,1.566,3.03,11.3,4.945,24340.0,2.805,46.5,42.72,444.5,0.0,62.9,115.4,1430.0,0.0,42.6,35.6,237.4,0.0,-0.1615,0.0504,0.1913,6.434,3.77,5.81
s_448,u_2,Walking,-0.8877,2.258,4.75,-7.21,-1.04,0.1685,0.03943,1.31,1.739,10.07,3.748,18.47,2.37,10.25,-0.0279,-0.6475,2.7,3.053,0.4836,3.305,11.34,-6.594,0.06128,1.211,2.041,1.015,2.201,10.85,3.848,21220.0,2.875,23.05,20.27,142.0,0.0,41.7,129.4,1612.0,0.0,28.84,30.88,197.9,15.0,0.01402,-0.01314,0.03815,6.25,4.05,9.5
s_449,u_2,Sitting,-4.418,0.04544,-4.29,-4.56,-4.42,0.2198,0.4807,0.02,0.037,-2.254,0.03592,-2.18,-2.34,-2.26,-0.0658,0.015434,0.04,0.027,8.23,0.03363,8.305,8.16,8.24,0.11694,-0.09314,0.04086,0.02742,9.61,0.03873,14770.0,2.635,4.84,55.7,707.0,0.0,2.62,28.4,360.8,0.0,8.61,103.75,1317.0,0.0,0.2275,-0.0608,-0.02135,0.0,0.0,3.477
s_450,u_2,Jogging,-3.123,5.574,9.0,-13.76,-3.605,3.46e-05,-1.014,4.734,4.773,8.22,7.77,19.56,-10.08,9.45,-0.4792,-0.648,5.676,6.4,1.209,4.965,13.8,-9.34,0.04086,0.3474,-0.3574,3.357,4.113,12.734,5.715,31180.0,2.855,60.1,54.06,499.8,0.0,68.7,125.5,1315.0,0.0,49.53,41.5,210.4,31.0,-0.3245,-0.2847,0.4878,4.332,4.23,3.422
s_451,u_2,Walking,-0.9277,2.213,4.63,-7.93,-1.12,0.1802,0.1469,1.33,1.725,9.875,3.312,18.73,3.45,9.92,0.0984,-0.5767,2.26,2.703,0.823,3.234,11.305,-7.082,0.1498,1.026,1.831,1.158,2.262,10.66,3.422,20050.0,2.812,22.23,20.66,148.4,0.0,36.66,126.5,1580.0,0.0,26.95,32.47,192.6,7.0,-0.04105,-0.0468,0.003323,6.727,3.805,7.43
s_452,u_2,Sitting,-4.28,0.0359,-4.21,-4.37,-4.29,-0.3257,-0.098,0.04,0.02881,-2.256,0.02568,-2.22,-2.3,-2.26,-0.07465,-0.5933,0.0,0.01837,8.23,0.03244,8.305,8.12,8.24,-0.02551,0.2434,0.04086,0.02739,9.55,0.0373,14570.0,2.73,4.676,53.97,685.0,0.0,2.527,28.44,361.0,0.0,8.58,103.7,1316.0,0.0,0.1437,-0.2507,-0.1757,0.0,0.0,3.691
s_453,u_2,Jogging,-2.898,5.773,9.72,-13.82,-2.58,0.2031,-0.884,4.785,4.918,7.72,7.57,19.56,-11.18,9.32,-0.5947,-0.2095,5.145,6.137,1.321,5.29,14.2,-10.95,-0.06128,0.38,-0.4563,3.352,4.348,12.625,5.383,30140.0,2.816,64.2,50.56,463.8,0.0,80.6,110.5,1235.0,0.0,57.94,37.4,211.5,0.0,-0.2236,-0.2354,0.5312,6.12,5.234,4.56
s_454,u_2,Sitting,-4.293,0.0389,-4.18,-4.37,-4.29,0.06586,-0.1693,0.04,0.0287,-2.242,0.02861,-2.18,-2.3,-2.26,-0.04398,-0.2722,0.04,0.02522,8.31,0.03488,8.39,8.24,8.305,0.232,-0.02794,0.02724,0.02567,9.62,0.03632,14800.0,2.688,4.73,54.06,686.5,0.0,2.564,28.23,358.5,0.0,8.66,104.75,1330.0,0.0,-0.2025,-0.0913,-0.04407,0.0,0.0,7.383
s_455,u_2,Downstairs,-1.157,1.823,2.53,-6.09,-0.9,-0.3833,-0.3865,1.32,1.516,9.62,2.951,17.5,2.56,9.45,0.3486,0.239,1.44,2.217,1.641,1.518,5.9,-2.56,1.669,0.1244,-0.06995,0.906,1.194,10.1,2.979,17740.0,2.688,19.95,18.66,185.1,0.0,37.78,121.5,1539.0,0.0,17.97,21.84,262.5,0.0,-0.12115,0.2483,0.05368,5.258,4.5,4.285
s_456,u_2,Jogging,-2.936,2.666,2.41,-9.28,-2.926,-0.1969,-0.534,1.875,2.174,9.16,3.404,18.1,1.8,8.84,0.0331,-0.6133,2.41,2.83,1.269,3.172,10.88,-5.324,0.844,1.17,1.459,1.076,2.154,10.484,3.592,19660.0,2.826,29.11,40.84,469.8,0.0,38.53,117.44,1466.0,0.0,26.92,33.78,216.2,7.0,-0.1569,0.258,-0.05283,9.12,4.08,5.883
s_457,u_2,Walking,-0.908,2.27,4.63,-6.66,-0.865,0.1813,-0.2883,1.49,1.802,9.88,3.482,18.44,3.17,10.22,-0.0841,-0.6733,2.47,2.912,0.6455,3.264,11.73,-6.633,0.1907,1.241,2.29,1.104,2.197,10.66,3.648,20290.0,2.838,22.83,20.86,145.2,0.0,39.75,126.44,1581.0,0.0,29.92,29.6,174.9,7.0,-0.1631,-0.08777,0.04327,5.96,3.8,8.75
s_458,u_2,Walking,-0.9214,2.246,4.29,-6.97,-0.95,0.1367,-0.276,1.59,1.8,9.875,3.393,18.44,3.02,10.1,-0.05856,-0.6455,2.436,2.812,0.7246,3.236,11.49,-7.082,0.1703,1.072,1.874,1.104,2.236,10.66,3.53,20140.0,2.824,21.19,22.2,147.5,0.0,37.72,126.56,1580.0,0.0,28.69,30.62,183.6,7.0,-0.09796,-0.0803,0.0003388,5.883,3.355,8.3
s_459,u_2,Downstairs,-1.403,1.656,2.87,-5.82,-1.27,-0.1742,-0.1484,1.04,1.322,9.48,3.0,18.62,2.68,9.0,0.7236,0.725,1.69,2.264,1.91,1.984,7.465,-3.678,1.9,-0.2318,0.636,1.015,1.494,10.086,3.047,17780.0,2.559,19.3,19.53,224.5,0.0,40.4,119.06,1516.0,0.0,22.98,26.19,305.8,0.0,0.03708,0.1884,0.2751,7.58,4.453,4.383
s_460,u_2,Jogging,-2.996,5.22,9.51,-13.21,-3.414,0.211,-0.652,3.98,4.43,8.25,7.598,19.56,-10.15,8.88,-0.4316,-0.647,6.266,6.168,1.11,4.535,12.22,-7.465,-0.04086,0.3655,-0.6133,3.541,3.84,12.35,5.6,29400.0,2.88,54.1,53.53,479.2,0.0,73.5,121.4,1320.0,0.0,45.9,37.16,177.8,0.0,-0.284,-0.1647,0.4883,5.066,4.223,3.334
s_461,u_2,Sitting,-4.414,0.0381,-4.33,-4.56,-4.4,-0.5796,0.9917,0.03,0.03073,-2.273,0.0261,-2.22,-2.34,-2.26,-0.3215,0.0661,0.0,0.02235,8.24,0.03366,8.305,8.16,8.24,-0.04868,-1.069,0.04086,0.02629,9.62,0.0346,14810.0,2.71,4.844,55.62,706.0,0.0,2.537,28.66,363.8,0.0,8.59,103.9,1318.0,0.0,-0.1758,-0.03497,-0.0726,0.0,0.0,3.975
s_462,u_2,Walking,-1.121,2.201,4.06,-6.13,-1.205,0.1461,-0.4292,1.375,1.732,9.91,3.61,18.84,3.11,9.87,0.1494,-0.592,2.53,3.006,0.3865,3.268,11.56,-7.273,-0.211,1.223,2.191,1.015,2.205,10.69,3.72,20510.0,2.824,23.14,20.98,179.4,0.0,41.9,126.6,1585.0,0.0,30.83,27.97,166.4,15.0,-0.02615,-0.1359,-0.02814,6.04,3.95,8.44
s_463,u_2,Walking,-1.466,2.092,3.38,-6.66,-1.55,-0.01868,-0.1959,1.4,1.622,9.79,3.309,18.39,3.17,9.88,0.01857,-0.6123,2.4,2.72,0.1304,3.074,11.07,-5.79,-0.5312,1.633,2.818,0.8647,2.043,10.48,3.584,19630.0,2.86,22.64,23.03,234.5,0.0,38.34,124.9,1566.0,0.0,28.4,26.61,158.2,15.0,-0.2314,-0.31,0.005363,6.22,4.934,16.5
s_464,u_2,Downstairs,-0.6914,1.785,3.72,-5.79,-0.63,-0.1024,-0.01917,1.185,1.412,9.48,3.209,18.66,-2.45,9.0,0.1967,0.7183,1.86,2.482,1.147,2.523,5.406,-8.12,1.688,-1.369,1.974,1.145,1.839,10.09,3.096,17840.0,2.719,20.1,13.516,110.6,0.0,39.88,120.1,1517.0,0.0,23.03,26.44,183.5,0.0,0.0658,-0.2383,0.11053,5.105,5.1,3.342
s_465,u_2,Jogging,-2.996,3.895,7.44,-13.53,-2.64,-0.059,-0.0256,2.725,3.129,8.58,5.484,19.56,-8.81,8.69,-0.52,0.7935,3.21,4.176,1.49,4.027,12.41,-8.266,0.9194,0.505,0.3076,1.995,3.033,11.12,4.76,23410.0,2.793,44.1,43.78,479.2,0.0,57.97,115.0,1373.0,0.0,43.03,33.16,238.4,0.0,-0.2935,-0.05106,0.2852,7.844,4.055,4.4
s_466,u_2,Jogging,-3.13,4.875,8.47,-13.17,-3.096,0.159,-0.6997,3.654,4.11,8.664,7.605,19.56,-12.53,9.09,-0.5093,-0.3552,5.703,6.246,1.502,4.785,14.14,-9.49,1.437,0.0735,-0.007523,2.662,3.652,12.55,5.848,30670.0,2.832,51.75,51.88,500.8,0.0,70.8,127.5,1387.0,0.0,48.03,41.47,240.4,0.0,-0.2808,-0.1764,0.4746,4.668,4.344,3.781
s_467,u_2,Walking,-0.862,2.307,4.94,-6.17,-1.08,0.339,0.004852,1.43,1.804,9.83,3.727,18.39,2.11,9.89,0.04697,-0.6504,2.63,3.076,0.6665,3.55,11.96,-7.438,-0.04086,1.05,1.8,1.171,2.45,10.71,3.855,20740.0,2.82,24.03,19.81,137.9,0.0,43.6,125.6,1573.0,0.0,33.38,31.19,194.2,15.0,-0.1007,-0.00907,0.03635,5.594,4.0,8.16
s_468,u_2,Walking,-0.935,2.34,4.02,-5.98,-1.015,-0.03354,-0.734,1.665,1.918,9.85,3.791,19.0,2.91,9.945,0.03677,-0.8247,2.78,3.191,0.532,3.363,11.07,-6.17,-0.02043,1.32,1.999,1.11,2.271,10.66,3.984,20700.0,2.871,21.22,23.8,149.6,0.0,40.0,127.4,1576.0,0.0,28.55,32.25,193.4,15.0,-0.1385,-0.03848,0.0598,5.742,4.0,9.44
s_469,u_2,Upstairs,-1.293,1.517,3.95,-5.6,-1.355,0.1628,0.882,0.92,1.169,9.305,2.238,14.21,4.79,9.47,-0.1373,-0.6875,1.625,1.82,2.047,1.982,7.887,-2.725,1.478,0.8984,0.641,0.8647,1.532,9.984,2.014,16590.0,2.742,17.69,17.95,206.9,0.0,29.48,117.4,1489.0,0.0,19.25,30.47,327.5,0.0,0.10254,-0.2952,-0.3376,10.57,4.934,7.4
